"filename", "language", "JavaScript", "JSON with Comments", "JSON", "Markdown", "TypeScript", "CSS", "YAML", "XML", "TypeScript JSX", "comment", "blank", "total"
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\public\vercel.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\public\window.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\auth.ts", "TypeScript", 0, 0, 0, 0, 184, 0, 0, 0, 0, 37, 33, 254
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 3, 7
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\contact\contactSection.types.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 1, 30
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\hooks\Common.types.ts", "TypeScript", 0, 0, 0, 0, 41, 0, 0, 0, 0, 3, 4, 48
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\hooks\MultilingualSection.types.ts", "TypeScript", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 6, 49
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\hooks\UseGenericList.types.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\hooks\WebSite.types.ts", "TypeScript", 0, 0, 0, 0, 47, 0, 0, 0, 0, 6, 9, 62
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\hooks\content.types.ts", "TypeScript", 0, 0, 0, 0, 33, 0, 0, 0, 0, 3, 6, 42
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\hooks\form.types.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 1, 30
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\hooks\language.types.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 3, 7, 36
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\hooks\section.types.ts", "TypeScript", 0, 0, 0, 0, 60, 0, 0, 0, 0, 3, 7, 70
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\sections\news\newsSections.types.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\sections\service\serviceSections.types.ts", "TypeScript", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 11, 82
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\useUserSection.ts", "TypeScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 5, 3, 40
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\utils\CreateMainSubSection.types.ts", "TypeScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 2, 25
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\types\utils\MainSectionComponents.types.ts", "TypeScript", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 18, 80
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\api\user.types.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 4, 6, 39
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\News\NewsSectionConfig.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 4, 6, 31
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\News\addNews\News\LanguageCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 78, 3, 7, 88
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\News\addNews\News\NewsForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 503, 34, 78, 615
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\News\addNews\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 146, 30, 35, 211
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\News\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 248, 29, 36, 313
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\addWebSiteConfiguration\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 125, 1, 13, 139
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\header\HeaderSectionConfig.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 8, 26
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\header\addNavItems\NavItemsForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 785, 2, 123, 910
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\header\addNavItems\NavLanguageCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 5, 73
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\header\addNavItems\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 142, 30, 35, 207
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\header\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 270, 31, 44, 345
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\idigitekAdmin\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 445, 44, 60, 549
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 72, 12, 10, 94
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 2, 10
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\middleware.ts", "TypeScript", 0, 0, 0, 0, 67, 0, 0, 0, 0, 16, 14, 97
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 470, 32, 30, 532
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\BenefitsForm\BenefitCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 125, 7, 8, 140
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\BenefitsForm\BenefitsForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 750, 20, 89, 859
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\BenefitsForm\LanguageCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 7, 78
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\BenefitsForm\ValidationDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 43, 3, 4, 50
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\FaqForm\FaqItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 82, 2, 7, 91
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\FaqForm\LanguageCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 62, 2, 7, 71
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\FaqForm\faq-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 636, 64, 106, 806
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\FeaturesForm\FeatureForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 159, 1, 4, 164
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\FeaturesForm\FeatureItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 47, 1, 4, 52
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\FeaturesForm\LanguageCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 72, 1, 3, 76
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\FeaturesForm\features-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1048, 115, 179, 1342
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\Hero\HeroForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 503, 34, 78, 615
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\Hero\LanguageCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 78, 3, 7, 88
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\Hero\SimpleImageUploader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 126, 6, 8, 140
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\ProcessStepsForm\LanguageCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 75, 2, 4, 81
"d:\Web\Work\NextJs\idigitek\idigitek-dashboard\src\app\dashboard\services\addService\Components\ProcessStepsForm\StepCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 125, 1, 6, 132
